# Time	forces(pressure, viscous) moment(pressure, viscous)
0.065	(((167.85669 0.94626722 -3.7379069e-16) (0 0 0)) ((-0.047313361 8.3928344 1.3138377e-10) (0 0 0)))
0.0655	(((167.82805 0.48797073 -3.739568e-16) (0 0 0)) ((-0.024398536 8.3914023 1.3399926e-10) (0 0 0)))
0.066	(((167.79444 -0.060927929 -3.7416234e-16) (0 0 0)) ((0.0030463965 8.3897218 1.4054376e-10) (0 0 0)))
0.0665	(((167.76538 -0.65747116 -3.7436967e-16) (0 0 0)) ((0.032873558 8.388269 1.4947393e-10) (0 0 0)))
0.067	(((167.74708 -1.2553716 -3.7453991e-16) (0 0 0)) ((0.062768579 8.3873538 1.5963136e-10) (0 0 0)))
0.0675	(((167.74837 -1.8067163 -3.7463376e-16) (0 0 0)) ((0.090335817 8.3874184 1.6984386e-10) (0 0 0)))
0.068	(((167.77022 -2.2684022 -3.7462553e-16) (0 0 0)) ((0.11342011 8.3885112 1.7961024e-10) (0 0 0)))
0.0685	(((167.80531 -2.6050325 -3.7451721e-16) (0 0 0)) ((0.13025163 8.3902657 1.9087956e-10) (0 0 0)))
0.069	(((167.83983 -2.7901135 -3.7434718e-16) (0 0 0)) ((0.13950567 8.3919913 2.0367176e-10) (0 0 0)))
0.0695	(((167.86822 -2.8094937 -3.7416289e-16) (0 0 0)) ((0.14047469 8.393411 2.1512688e-10) (0 0 0)))
0.07	(((167.88465 -2.6616614 -3.7400139e-16) (0 0 0)) ((0.13308307 8.3942323 2.2496512e-10) (0 0 0)))
0.0705	(((167.88597 -2.3585378 -3.7388845e-16) (0 0 0)) ((0.11792689 8.3942987 2.3284108e-10) (0 0 0)))
0.071	(((167.87316 -1.9240472 -3.738334e-16) (0 0 0)) ((0.09620236 8.3936578 2.3786661e-10) (0 0 0)))
0.0715	(((167.85141 -1.3929296 -3.7382986e-16) (0 0 0)) ((0.069646482 8.3925703 2.3891628e-10) (0 0 0)))
0.072	(((167.82776 -0.80724062 -3.7385785e-16) (0 0 0)) ((0.040362031 8.3913878 2.3520162e-10) (0 0 0)))
0.0725	(((167.813 -0.21265797 -3.7389085e-16) (0 0 0)) ((0.010632898 8.3906499 2.2590505e-10) (0 0 0)))
0.073	(((167.8106 0.34209247 -3.7390216e-16) (0 0 0)) ((-0.017104623 8.3905299 2.1141132e-10) (0 0 0)))
0.0735	(((167.82362 0.81378323 -3.738689e-16) (0 0 0)) ((-0.040689162 8.391181 1.9304264e-10) (0 0 0)))
0.074	(((167.84593 1.1657927 -3.7379118e-16) (0 0 0)) ((-0.058289636 8.3922964 1.7479693e-10) (0 0 0)))
0.0745	(((167.86319 1.3706114 -3.7370571e-16) (0 0 0)) ((-0.068530572 8.3931593 1.5982079e-10) (0 0 0)))
0.075	(((167.87557 1.4130405 -3.7365089e-16) (0 0 0)) ((-0.070652027 8.3937784 1.4641232e-10) (0 0 0)))
0.0755	(((167.8768 1.2905226 -3.7365363e-16) (0 0 0)) ((-0.064526129 8.3938398 1.3698841e-10) (0 0 0)))
0.076	(((167.86373 1.013507 -3.7372896e-16) (0 0 0)) ((-0.050675351 8.3931865 1.3285081e-10) (0 0 0)))
0.0765	(((167.83868 0.60372156 -3.7387326e-16) (0 0 0)) ((-0.030186078 8.3919339 1.3386594e-10) (0 0 0)))
0.077	(((167.80648 0.093970216 -3.7406507e-16) (0 0 0)) ((-0.0046985108 8.3903241 1.3914771e-10) (0 0 0)))
0.0775	(((167.77621 -0.47588086 -3.7427076e-16) (0 0 0)) ((0.023794043 8.3888107 1.4718672e-10) (0 0 0)))
0.078	(((167.7544 -1.0614815 -3.7445139e-16) (0 0 0)) ((0.053074074 8.3877199 1.568009e-10) (0 0 0)))
0.0785	(((167.74951 -1.615866 -3.7456913e-16) (0 0 0)) ((0.080793298 8.3874754 1.6677696e-10) (0 0 0)))
0.079	(((167.76442 -2.0960678 -3.7459421e-16) (0 0 0)) ((0.10480339 8.3882212 1.7645579e-10) (0 0 0)))
0.0795	(((167.7964 -2.4646062 -3.7451677e-16) (0 0 0)) ((0.12323031 8.3898199 1.8655656e-10) (0 0 0)))
0.08	(((167.83108 -2.6928854 -3.7436489e-16) (0 0 0)) ((0.13464427 8.3915539 1.9894963e-10) (0 0 0)))
0.0805	(((167.86137 -2.7633064 -3.7418533e-16) (0 0 0)) ((0.13816532 8.3930685 2.1056817e-10) (0 0 0)))
0.081	(((167.88172 -2.6703534 -3.740174e-16) (0 0 0)) ((0.13351767 8.3940859 2.20642e-10) (0 0 0)))
0.0815	(((167.88784 -2.4216377 -3.7389033e-16) (0 0 0)) ((0.12108189 8.3943922 2.2897969e-10) (0 0 0)))
0.082	(((167.87963 -2.0367577 -3.7381818e-16) (0 0 0)) ((0.10183789 8.3939814 2.3482461e-10) (0 0 0)))
0.0825	(((167.86066 -1.5465623 -3.7379969e-16) (0 0 0)) ((0.077328116 8.3930328 2.3715636e-10) (0 0 0)))
0.083	(((167.83734 -0.98972982 -3.738192e-16) (0 0 0)) ((0.049486491 8.3918672 2.3508612e-10) (0 0 0)))
0.0835	(((167.81944 -0.40997138 -3.7385147e-16) (0 0 0)) ((0.020498569 8.3909718 2.2782947e-10) (0 0 0)))
0.084	(((167.81335 0.14569705 -3.7387111e-16) (0 0 0)) ((-0.0072848525 8.3906675 2.1522761e-10) (0 0 0)))
0.0845	(((167.82103 0.63360478 -3.7385352e-16) (0 0 0)) ((-0.031680239 8.3910517 1.9840644e-10) (0 0 0)))
0.085	(((167.84265 1.0156196 -3.7378665e-16) (0 0 0)) ((-0.050780981 8.3921326 1.7969953e-10) (0 0 0)))
0.0855	(((167.86041 1.2620091 -3.7370004e-16) (0 0 0)) ((-0.063100456 8.3930205 1.6485555e-10) (0 0 0)))
0.086	(((167.87485 1.3541635 -3.7363342e-16) (0 0 0)) ((-0.067708176 8.3937426 1.5097412e-10) (0 0 0)))
0.0865	(((167.8797 1.2854604 -3.7361599e-16) (0 0 0)) ((-0.064273019 8.3939851 1.4034322e-10) (0 0 0)))
